theta1,theta2,t
0.8156800000000001,1.9915,0.0
0.81672,1.9886,0.02
0.81781,1.9856,0.04
0.81897,1.9827,0.06
0.8201799999999999,1.9797,0.08
0.8214600000000001,1.9767,0.1
0.8227899999999999,1.9736,0.12
0.8241799999999999,1.9706,0.14
0.82562,1.9675,0.16
0.8271200000000001,1.9644,0.18
0.82868,1.9613,0.2
0.83029,1.9582,0.22
0.83195,1.9551,0.24
0.8336600000000001,1.952,0.26
0.83542,1.9489,0.28
0.8372299999999999,1.9457,0.3
0.8391,1.9426,0.32
0.841,1.9394,0.34
0.84296,1.9362,0.36
0.84496,1.9331,0.38
0.847,1.9299,0.4
0.84909,1.9268,0.42
0.85121,1.9236,0.44
0.8533799999999999,1.9204,0.46
0.85559,1.9173,0.48
0.8578399999999999,1.9141,0.5
0.8601200000000001,1.911,0.52
0.86244,1.9078,0.54
0.8648,1.9047,0.56
0.86719,1.9016,0.58
0.86961,1.8985,0.6
0.8720700000000001,1.8954,0.62
0.87455,1.8923,0.64
0.8770600000000001,1.8892,0.66
0.87961,1.8861,0.68
0.88218,1.8831,0.7000000000000001
0.8847700000000001,1.8801,0.72
0.88739,1.8771,0.74
0.8900299999999999,1.8741,0.76
0.8927,1.8711,0.78
0.8953899999999999,1.8682,0.8
0.8980899999999999,1.8653,0.8200000000000001
0.9008200000000001,1.8624,0.84
0.90356,1.8595,0.86
0.9063200000000001,1.8567,0.88
0.9091,1.8539,0.9
0.91189,1.8511,0.92
0.91469,1.8483,0.9400000000000001
0.91751,1.8456,0.96
0.9203399999999999,1.8429,0.98
0.92317,1.8403,1.0
0.9260200000000001,1.8376,1.02
0.9288700000000001,1.8351,1.04
0.93173,1.8325,1.06
0.9346,1.83,1.08
0.9374600000000001,1.8275,1.1
0.94034,1.8251,1.12
0.94321,1.8227,1.1400000000000001
0.94609,1.8203,1.16
0.94896,1.818,1.18
0.9518399999999999,1.8157,1.2
0.9547100000000001,1.8135,1.22
0.9575799999999999,1.8113,1.24
0.96044,1.8091,1.26
0.9633,1.807,1.28
0.96616,1.805,1.3
0.96901,1.8029,1.32
0.9718399999999999,1.801,1.34
0.97467,1.7991,1.36
0.97749,1.7972,1.3800000000000001
0.9803,1.7954,1.4000000000000001
0.9831,1.7936,1.42
0.98588,1.7919,1.44
0.98865,1.7902,1.46
0.99141,1.7886,1.48
0.99415,1.7871,1.5
0.99687,1.7856,1.52
0.9995700000000001,1.7841,1.54
1.0023,1.7827,1.56
1.0049,1.7814,1.58
1.0076,1.7801,1.6
1.0102,1.7788,1.62
1.0128,1.7777,1.6400000000000001
1.0154,1.7765,1.6600000000000001
1.0179,1.7755,1.68
1.0205,1.7745,1.7
1.023,1.7735,1.72
1.0255,1.7726,1.74
1.0279,1.7718,1.76
1.0304,1.771,1.78
1.0328,1.7703,1.8
1.0351,1.7697,1.82
1.0375,1.7691,1.84
1.0398,1.7685,1.86
1.0421,1.7681,1.8800000000000001
1.0443,1.7676,1.9000000000000001
1.0466,1.7673,1.92
1.0487,1.767,1.94
1.0509,1.7668,1.96
1.053,1.7666,1.98
1.0551,1.7665,2.0
1.0571,1.7664,2.02
1.0592,1.7664,2.04
1.0611,1.7665,2.06
1.0631,1.7666,2.08
1.065,1.7668,2.1
1.0668,1.7671,2.12
1.0687,1.7674,2.14
1.0705,1.7678,2.16
1.0722,1.7682,2.18
1.0739,1.7687,2.2
1.0756,1.7692,2.22
1.0772,1.7699,2.24
1.0788,1.7705,2.2600000000000002
1.0803,1.7713,2.2800000000000002
1.0818,1.7719999999999998,2.3000000000000003
1.0833,1.7729,2.32
1.0847,1.7738,2.34
1.0859999999999999,1.7748,2.36
1.0874,1.7758,2.38
1.0886,1.7769,2.4
1.0899,1.778,2.42
1.0911,1.7792,2.44
1.0922,1.7805,2.46
1.0933,1.7818,2.48
1.0944,1.7831,2.5
1.0954,1.7845,2.52
1.0963,1.786,2.54
1.0972,1.7875,2.56
1.0981,1.7891,2.58
1.0989,1.7907,2.6
1.0997,1.7924,2.62
1.1004,1.7941,2.64
1.101,1.7959,2.66
1.1017,1.7978,2.68
1.1022,1.7996,2.7
1.1028,1.8016,2.72
1.1032,1.8036,2.74
1.1037,1.8056,2.7600000000000002
1.104,1.8077,2.7800000000000002
1.1043,1.8098,2.8000000000000003
1.1046,1.8119,2.82
1.1048,1.8141,2.84
1.105,1.8164,2.86
1.1051,1.8187,2.88
1.1052,1.821,2.9
1.1052,1.8234,2.92
1.1052,1.8258,2.94
1.1051,1.8283,2.96
1.105,1.8307,2.98
1.1048,1.8333,3.0
1.1046,1.8358,3.02
1.1043,1.8384,3.04
1.1039,1.8411,3.06
1.1035,1.8437,3.08
1.1031,1.8464,3.1
1.1026,1.8492,3.12
1.1021,1.8519,3.14
1.1015,1.8547,3.16
1.1008,1.8576,3.18
1.1001,1.8604,3.2
1.0994,1.8633,3.22
1.0986,1.8662,3.24
1.0977,1.8691,3.2600000000000002
1.0968,1.8719999999999999,3.2800000000000002
1.0959,1.875,3.3000000000000003
1.0949,1.8780000000000001,3.3200000000000003
1.0938,1.881,3.34
1.0927,1.8840000000000001,3.36
1.0915,1.8871,3.38
1.0903,1.8901,3.4
1.0891,1.8932,3.42
1.0878,1.8963,3.44
1.0864,1.8994,3.46
1.085,1.9025,3.48
1.0836,1.9057,3.5
1.0821,1.9088,3.52
1.0805,1.9119,3.54
1.0789,1.9151,3.56
1.0773,1.9182,3.58
1.0756,1.9214,3.6
1.0738,1.9246,3.62
1.0721,1.9277,3.64
1.0702,1.9309,3.66
1.0684,1.9340000000000002,3.68
1.0664,1.9372,3.7
1.0645,1.9404,3.72
1.0624,1.9435,3.74
1.0604,1.9467,3.7600000000000002
1.0583,1.9498,3.7800000000000002
1.0561,1.953,3.8000000000000003
1.054,1.9561,3.8200000000000003
1.0517,1.9592,3.84
1.0495,1.9623,3.86
1.0471,1.9654,3.88
1.0448,1.9685,3.9
1.0424,1.9715,3.92
1.04,1.9746,3.94
1.0375,1.9776,3.96
1.035,1.9806,3.98
1.0325,1.9836,4.0
1.0299,1.9865,4.0200000000000005
1.0273,1.9895,4.04
1.0246,1.9924,4.0600000000000005
1.0219,1.9953,4.08
1.0192,1.9981,4.1
1.0165,2.001,4.12
1.0137,2.0038,4.14
1.0109,2.0065,4.16
1.0081,2.0093,4.18
1.0052,2.012,4.2
1.0023,2.0147,4.22
0.9994299999999999,2.0173,4.24
0.9965,2.0199,4.26
0.99354,2.0225,4.28
0.99056,2.025,4.3
0.98756,2.0275,4.32
0.98454,2.0299,4.34
0.9815,2.0323,4.36
0.97845,2.0347,4.38
0.9753799999999999,2.037,4.4
0.97229,2.0392,4.42
0.96919,2.0415,4.44
0.9660799999999999,2.0436,4.46
0.96296,2.0458,4.48
0.9598399999999999,2.0478,4.5
0.9567,2.0499,4.5200000000000005
0.9535600000000001,2.0518,4.54
0.9504100000000001,2.0537,4.5600000000000005
0.94726,2.0556,4.58
0.94411,2.0574,4.6000000000000005
0.94096,2.0592,4.62
0.93781,2.0609,4.64
0.9346700000000001,2.0625,4.66
0.9315200000000001,2.0641,4.68
0.9283899999999999,2.0656,4.7
0.9252600000000001,2.0671,4.72
0.92215,2.0685,4.74
0.91904,2.0698,4.76
0.91595,2.0711,4.78
0.9128700000000001,2.0723,4.8
0.9098,2.0735,4.82
0.90676,2.0746,4.84
0.9037299999999999,2.0756,4.86
0.9007299999999999,2.0766,4.88
0.89775,2.0775,4.9
0.89479,2.0783,4.92
0.89186,2.0791,4.94
0.88895,2.0798,4.96
0.88608,2.0804,4.98
0.88323,2.081,5.0
0.8804200000000001,2.0815,5.0200000000000005
0.87764,2.0819,5.04
0.8749,2.0823,5.0600000000000005
0.8721899999999999,2.0826,5.08
0.8695299999999999,2.0828,5.1000000000000005
0.8669,2.0829,5.12
0.86431,2.083,5.14
0.86177,2.0831,5.16
0.8592700000000001,2.083,5.18
0.85682,2.0829,5.2
0.8544200000000001,2.0827,5.22
0.85206,2.0825,5.24
0.8497600000000001,2.0822,5.26
0.8475,2.0818,5.28
0.8453,2.0813,5.3
0.84315,2.0808,5.32
0.84106,2.0802,5.34
0.8390200000000001,2.0795,5.36
0.83704,2.0788,5.38
0.8351200000000001,2.0780000000000003,5.4
0.83326,2.0772,5.42
0.8314600000000001,2.0763,5.44
0.8297200000000001,2.0753,5.46
0.82804,2.0742,5.48
0.8264299999999999,2.0731,5.5
0.82488,2.072,5.5200000000000005
0.82339,2.0707,5.54
0.8219700000000001,2.0694,5.5600000000000005
0.8206200000000001,2.0681,5.58
0.8193299999999999,2.0666,5.6000000000000005
0.81811,2.0651,5.62
0.81696,2.0636,5.64
0.81587,2.062,5.66
0.81486,2.0604,5.68
0.81391,2.0586,5.7
0.81303,2.0569,5.72
0.81223,2.055,5.74
0.8114899999999999,2.0532,5.76
0.81082,2.0512,5.78
0.81023,2.0492,5.8
0.8097,2.0472,5.82
0.80925,2.0451,5.84
0.80886,2.043,5.86
0.80855,2.0408,5.88
0.8083,2.0386,5.9
0.80813,2.0363,5.92
0.80803,2.0340000000000003,5.94
0.8079999999999999,2.0316,5.96
0.80803,2.0292,5.98
0.80814,2.0267,6.0
0.8083199999999999,2.0242,6.0200000000000005
0.8085600000000001,2.0217,6.04
0.80888,2.0191,6.0600000000000005
0.8092600000000001,2.0165,6.08
0.80971,2.0138,6.1000000000000005
0.81023,2.0112,6.12
0.81081,2.0084,6.140000000000001
0.8114600000000001,2.0057,6.16
0.81218,2.0029,6.18
0.81296,2.0001,6.2
0.8138,1.9973,6.22
0.81471,1.9944,6.24
0.8156800000000001,1.9915,6.26
0.8156800000000001,1.9915,6.28
0.8157800000000001,1.9912,6.3
0.81588,1.9909,6.32
0.81599,1.9906,6.34
0.81609,1.9903,6.36
0.81619,1.99,6.38
0.81629,1.9898,6.4
0.8164,1.9895,6.42
0.8165,1.9892,6.44
0.8166100000000001,1.9889,6.46
0.81671,1.9886,6.48
0.81682,1.9883,6.5
0.81693,1.9880000000000002,6.5200000000000005
0.81703,1.9877,6.54
0.81714,1.9874,6.5600000000000005
0.81725,1.9871,6.58
0.8173600000000001,1.9868,6.6000000000000005
0.81747,1.9865,6.62
0.81758,1.9862,6.640000000000001
0.8176899999999999,1.9859,6.66
0.8178,1.9856,6.68
0.81792,1.9854,6.7
0.81803,1.9851,6.72
0.81814,1.9848,6.74
0.81826,1.9845,6.76
0.8183699999999999,1.9842,6.78
0.8184899999999999,1.9839,6.8
0.8186,1.9836,6.82
0.81872,1.9833,6.84
0.81884,1.983,6.86
0.81896,1.9827,6.88
0.81907,1.9824,6.9
0.81919,1.9821,6.92
0.81931,1.9818,6.94
0.8194299999999999,1.9815,6.96
0.81955,1.9812,6.98
0.8196700000000001,1.9809,7.0
0.8198,1.9806,7.0200000000000005
0.8199200000000001,1.9803,7.04
0.82004,1.98,7.0600000000000005
0.8201700000000001,1.9797,7.08
0.82029,1.9794,7.1000000000000005
0.8204100000000001,1.9791,7.12
0.8205399999999999,1.9788,7.140000000000001
0.8206700000000001,1.9785,7.16
0.8207899999999999,1.9782,7.18
0.8209200000000001,1.9779,7.2
0.82105,1.9776,7.22
0.8211799999999999,1.9773,7.24
0.8213,1.9769999999999999,7.26
0.8214299999999999,1.9767,7.28
0.8215600000000001,1.9764,7.3
0.8216899999999999,1.9761,7.32
0.82183,1.9758,7.34
0.82196,1.9755,7.36
0.82209,1.9752,7.38
0.8222200000000001,1.9749,7.4
0.8223600000000001,1.9746,7.42
0.8224899999999999,1.9743,7.44
0.82262,1.974,7.46
0.82276,1.9737,7.48
0.8229,1.9734,7.5
0.8230299999999999,1.9731,7.5200000000000005
0.8231700000000001,1.9728,7.54
0.82331,1.9725,7.5600000000000005
0.82344,1.9722,7.58
0.82358,1.9719,7.6000000000000005
0.8237200000000001,1.9716,7.62
0.82386,1.9713,7.640000000000001
0.8240000000000001,1.9709999999999999,7.66
0.82414,1.9707,7.68
0.8242799999999999,1.9704,7.7
0.8244299999999999,1.97,7.72
0.82457,1.9697,7.74
0.82471,1.9694,7.76
0.82486,1.9691,7.78
0.825,1.9688,7.8
0.82514,1.9685,7.82
0.82529,1.9682,7.84
0.82544,1.9679,7.86
0.82558,1.9676,7.88
0.82573,1.9673,7.9
0.82588,1.9669999999999999,7.92
0.8260200000000001,1.9667,7.94
0.8261700000000001,1.9664,7.96
0.82632,1.9661,7.98
0.82647,1.9658,8.0
0.82662,1.9655,8.02
0.8267700000000001,1.9652,8.040000000000001
0.8269200000000001,1.9648,8.06
0.8270799999999999,1.9645,8.08
0.8272299999999999,1.9642,8.1
0.8273799999999999,1.9639,8.120000000000001
0.8275299999999999,1.9636,8.14
0.8276899999999999,1.9633,8.16
0.8278399999999999,1.963,8.18
0.828,1.9627,8.2
0.82815,1.9624,8.22
0.82831,1.9621,8.24
0.82847,1.9618,8.26
0.82862,1.9615,8.28
0.82878,1.9611,8.3
0.82894,1.9608,8.32
0.8291,1.9605,8.34
0.82926,1.9602,8.36
0.82942,1.9599,8.38
0.8295799999999999,1.9596,8.4
0.8297399999999999,1.9593,8.42
0.8299,1.959,8.44
0.83006,1.9587,8.46
0.8302200000000001,1.9584,8.48
0.83039,1.9580000000000002,8.5
0.83055,1.9577,8.52
0.8307100000000001,1.9574,8.540000000000001
0.83088,1.9571,8.56
0.83104,1.9568,8.58
0.83121,1.9565,8.6
0.8313799999999999,1.9562,8.620000000000001
0.83154,1.9559,8.64
0.8317100000000001,1.9556,8.66
0.83188,1.9553,8.68
0.83205,1.9549,8.700000000000001
0.83221,1.9546,8.72
0.8323799999999999,1.9543,8.74
0.83255,1.954,8.76
0.8327200000000001,1.9537,8.78
0.8328899999999999,1.9534,8.8
0.83306,1.9531,8.82
0.83324,1.9528,8.84
0.83341,1.9524,8.86
0.8335799999999999,1.9521,8.88
0.83375,1.9518,8.9
0.83393,1.9515,8.92
0.8341,1.9512,8.94
0.8342799999999999,1.9509,8.96
0.83445,1.9506,8.98
0.8346299999999999,1.9503,9.0
0.8348,1.9499,9.02
0.8349799999999999,1.9496,9.040000000000001
0.83516,1.9493,9.06
0.83534,1.949,9.08
0.8355100000000001,1.9487,9.1
0.8356899999999999,1.9484,9.120000000000001
0.8358700000000001,1.9481,9.14
0.83605,1.9478,9.16
0.8362299999999999,1.9474,9.18
0.83641,1.9471,9.200000000000001
0.83659,1.9468,9.22
0.8367700000000001,1.9465,9.24
0.83696,1.9462,9.26
0.83714,1.9459,9.28
0.8373200000000001,1.9456,9.3
0.8375,1.9452,9.32
0.8376899999999999,1.9449,9.34
0.8378700000000001,1.9446,9.36
0.83806,1.9443,9.38
0.83824,1.944,9.4
0.8384299999999999,1.9437,9.42
0.83862,1.9434,9.44
0.8388,1.9431,9.46
0.83899,1.9427,9.48
0.8391799999999999,1.9424,9.5
0.8393700000000001,1.9421,9.52
0.83955,1.9418,9.540000000000001
0.8397399999999999,1.9415,9.56
0.83993,1.9412,9.58
0.8401200000000001,1.9409,9.6
0.84031,1.9405,9.620000000000001
0.8405,1.9402,9.64
0.8407,1.9399,9.66
0.8408899999999999,1.9396,9.68
0.8410799999999999,1.9393,9.700000000000001
0.8412700000000001,1.939,9.72
0.84147,1.9386,9.74
0.8416600000000001,1.9383,9.76
0.84185,1.9380000000000002,9.78
0.84205,1.9377,9.8
0.84224,1.9374,9.82
0.84244,1.9371,9.84
0.84264,1.9368,9.86
0.84283,1.9364,9.88
0.84303,1.9361,9.9
0.8432299999999999,1.9358,9.92
0.8434200000000001,1.9355,9.94
0.84362,1.9352,9.96
0.8438200000000001,1.9349,9.98
0.8440200000000001,1.9346,10.0
0.8442200000000001,1.9342,10.02
0.8444200000000001,1.9339,10.040000000000001
0.84462,1.9336,10.06
0.8448200000000001,1.9333,10.08
0.8450200000000001,1.933,10.1
0.8452200000000001,1.9327,10.120000000000001
0.8454299999999999,1.9323,10.14
0.8456299999999999,1.932,10.16
0.84583,1.9317,10.18
0.84604,1.9314,10.200000000000001
0.84624,1.9311,10.22
0.84644,1.9308,10.24
0.84665,1.9305,10.26
0.84685,1.9301,10.28
0.84706,1.9298,10.3
0.8472700000000001,1.9295,10.32
0.8474700000000001,1.9292,10.34
0.8476799999999999,1.9289,10.36
0.8478899999999999,1.9286,10.38
0.8481,1.9282,10.4
0.8483,1.9279,10.42
0.84851,1.9276,10.44
0.84872,1.9273,10.46
0.84893,1.9269999999999998,10.48
0.84914,1.9267,10.5
0.84935,1.9264,10.52
0.84956,1.926,10.540000000000001
0.84977,1.9257,10.56
0.84998,1.9254,10.58
0.8502,1.9251,10.6
0.85041,1.9248,10.620000000000001
0.85062,1.9245,10.64
0.85083,1.9241,10.66
0.85105,1.9238,10.68
0.85126,1.9235,10.700000000000001
0.8514799999999999,1.9232,10.72
0.85169,1.9229,10.74
0.8519100000000001,1.9226,10.76
0.8521200000000001,1.9223,10.78
0.85234,1.9219,10.8
0.85255,1.9216,10.82
0.85277,1.9213,10.84
0.8529899999999999,1.921,10.86
0.85321,1.9207,10.88
0.8534200000000001,1.9204,10.9
0.85364,1.9201,10.92
0.8538600000000001,1.9197,10.94
0.85408,1.9194,10.96
0.8543,1.9191,10.98
0.8545200000000001,1.9188,11.0
0.8547399999999999,1.9185,11.02
0.85496,1.9182,11.040000000000001
0.8551799999999999,1.9178,11.06
0.8554,1.9175,11.08
0.8556299999999999,1.9172,11.1
0.85585,1.9169,11.120000000000001
0.8560700000000001,1.9166,11.14
0.85629,1.9163,11.16
0.8565200000000001,1.916,11.18
0.85674,1.9156,11.200000000000001
0.8569700000000001,1.9153,11.22
0.85719,1.915,11.24
0.85741,1.9147,11.26
0.85764,1.9144,11.28
0.85787,1.9141,11.3
0.8580899999999999,1.9138,11.32
0.8583200000000001,1.9134,11.34
0.85854,1.9131,11.36
0.85877,1.9128,11.38
0.8590000000000001,1.9125,11.4
0.8592299999999999,1.9122,11.42
0.85946,1.9119,11.44
0.8596799999999999,1.9116,11.46
0.8599100000000001,1.9113,11.48
0.86014,1.9109,11.5
0.8603700000000001,1.9106,11.52
0.8606,1.9103,11.540000000000001
0.8608299999999999,1.91,11.56
0.86106,1.9097,11.58
0.86129,1.9094,11.6
0.8615299999999999,1.9091,11.620000000000001
0.8617600000000001,1.9087,11.64
0.8619899999999999,1.9084,11.66
0.8622200000000001,1.9081,11.68
0.86246,1.9078,11.700000000000001
0.86269,1.9075,11.72
0.86292,1.9072,11.74
0.86316,1.9069,11.76
0.86339,1.9066,11.78
0.86362,1.9062,11.8
0.8638600000000001,1.9059,11.82
0.8640899999999999,1.9056,11.84
0.8643299999999999,1.9053,11.86
0.8645700000000001,1.905,11.88
0.8648,1.9047,11.9
0.8650399999999999,1.9044,11.92
0.8652799999999999,1.9041,11.94
0.86551,1.9038,11.96
0.86575,1.9034,11.98
0.8659899999999999,1.9031,12.0
0.8662299999999999,1.9028,12.02
0.8664700000000001,1.9025,12.040000000000001
0.8667100000000001,1.9022,12.06
0.8669399999999999,1.9019,12.08
0.86718,1.9016,12.1
0.8674200000000001,1.9013,12.120000000000001
0.86766,1.901,12.14
0.8679,1.9006,12.16
0.86815,1.9003,12.18
0.86839,1.9,12.200000000000001
0.8686299999999999,1.8997,12.22
0.86887,1.8994,12.24
0.86911,1.8991,12.26
0.86936,1.8988,12.280000000000001
0.8696,1.8985,12.3
0.86984,1.8982,12.32
0.87008,1.8979,12.34
0.8703299999999999,1.8976,12.36
0.8705700000000001,1.8972,12.38
0.87082,1.8969,12.4
0.8710600000000001,1.8966,12.42
0.87131,1.8963,12.44
0.87155,1.896,12.46
0.8718,1.8957,12.48
0.8720399999999999,1.8954,12.5
0.87229,1.8951,12.52
0.87254,1.8948,12.540000000000001
0.8727799999999999,1.8945,12.56
0.87303,1.8942,12.58
0.87328,1.8939,12.6
0.8735299999999999,1.8935,12.620000000000001
0.87377,1.8932,12.64
0.87402,1.8929,12.66
0.8742700000000001,1.8926,12.68
0.8745200000000001,1.8923,12.700000000000001
0.87477,1.892,12.72
0.87502,1.8917,12.74
0.8752700000000001,1.8914,12.76
0.8755200000000001,1.8911,12.780000000000001
0.87577,1.8908,12.8
0.87602,1.8905,12.82
0.8762700000000001,1.8902,12.84
0.8765200000000001,1.8899,12.86
0.87677,1.8896,12.88
0.87702,1.8893,12.9
0.87728,1.8889,12.92
0.8775299999999999,1.8886,12.94
0.8777799999999999,1.8883,12.96
0.87803,1.8880000000000001,12.98
0.87829,1.8877,13.0
0.87854,1.8874,13.02
0.87879,1.8871,13.040000000000001
0.87905,1.8868,13.06
0.8793,1.8865,13.08
0.87956,1.8862,13.1
0.87981,1.8859,13.120000000000001
0.88007,1.8856,13.14
0.8803200000000001,1.8853,13.16
0.8805799999999999,1.885,13.18
0.8808299999999999,1.8847,13.200000000000001
0.8810899999999999,1.8844,13.22
0.88135,1.8841,13.24
0.8816,1.8838,13.26
0.8818600000000001,1.8835,13.280000000000001
0.8821200000000001,1.8832,13.3
0.8823700000000001,1.8829,13.32
0.8826299999999999,1.8826,13.34
0.88289,1.8823,13.36
0.88315,1.882,13.38
0.88341,1.8817,13.4
0.88366,1.8814,13.42
0.88392,1.8811,13.44
0.88418,1.8808,13.46
0.88444,1.8805,13.48
0.8847,1.8802,13.5
0.8849600000000001,1.8799,13.52
0.8852200000000001,1.8796,13.540000000000001
0.8854799999999999,1.8793,13.56
0.88574,1.879,13.58
0.8859999999999999,1.8787,13.6
0.8862700000000001,1.8784,13.620000000000001
0.8865299999999999,1.8781,13.64
0.88679,1.8778,13.66
0.88705,1.8775,13.68
0.88731,1.8772,13.700000000000001
0.8875700000000001,1.8769,13.72
0.88784,1.8766,13.74
0.8881,1.8763,13.76
0.88836,1.876,13.780000000000001
0.8886299999999999,1.8757,13.8
0.88889,1.8754,13.82
0.88915,1.8751,13.84
0.8894200000000001,1.8748,13.86
0.8896799999999999,1.8745,13.88
0.88995,1.8742,13.9
0.8902100000000001,1.8739,13.92
0.8904799999999999,1.8736,13.94
0.89074,1.8733,13.96
0.8910100000000001,1.8730000000000002,13.98
0.8912700000000001,1.8727,14.0
0.89154,1.8724,14.02
0.8918,1.8721,14.040000000000001
0.89207,1.8718,14.06
0.89233,1.8715,14.08
0.8926,1.8712,14.1
0.89287,1.871,14.120000000000001
0.8931399999999999,1.8707,14.14
0.8934,1.8704,14.16
0.8936700000000001,1.8701,14.18
0.89394,1.8698,14.200000000000001
0.8942100000000001,1.8695,14.22
0.8944700000000001,1.8692,14.24
0.89474,1.8689,14.26
0.8950100000000001,1.8686,14.280000000000001
0.89528,1.8683,14.3
0.89555,1.868,14.32
0.8958200000000001,1.8677,14.34
0.8960899999999999,1.8674,14.36
0.89635,1.8672,14.38
0.8966200000000001,1.8669,14.4
0.89689,1.8666,14.42
0.8971600000000001,1.8663,14.44
0.89743,1.8659999999999999,14.46
0.8977,1.8657,14.48
0.8979799999999999,1.8654,14.5
0.89825,1.8651,14.52
0.8985200000000001,1.8648,14.540000000000001
0.89879,1.8645,14.56
0.8990600000000001,1.8643,14.58
0.89933,1.864,14.6
0.8996,1.8637,14.620000000000001
0.8998700000000001,1.8634,14.64
0.90015,1.8631,14.66
0.9004200000000001,1.8628,14.68
0.90069,1.8625,14.700000000000001
0.90096,1.8622,14.72
0.9012399999999999,1.8619999999999999,14.74
0.90151,1.8617,14.76
0.9017799999999999,1.8614,14.780000000000001
0.9020600000000001,1.8611,14.8
0.90233,1.8608,14.82
0.9026,1.8605,14.84
0.9028799999999999,1.8602,14.86
0.90315,1.86,14.88
0.9034200000000001,1.8597,14.9
0.9037,1.8594,14.92
0.90397,1.8591,14.94
0.90425,1.8588,14.96
0.9045200000000001,1.8585,14.98
0.9048,1.8583,15.0
0.90507,1.858,15.02
0.90535,1.8577,15.040000000000001
0.9056200000000001,1.8574,15.06
0.9059,1.8571,15.08
0.90617,1.8568,15.1
0.90645,1.8566,15.120000000000001
0.9067299999999999,1.8563,15.14
0.907,1.8559999999999999,15.16
0.90728,1.8557,15.18
0.90756,1.8554,15.200000000000001
0.9078299999999999,1.8552,15.22
0.9081100000000001,1.8549,15.24
0.9083899999999999,1.8546,15.26
0.90866,1.8543,15.280000000000001
0.90894,1.854,15.3
0.90922,1.8538,15.32
0.9094899999999999,1.8535,15.34
0.9097700000000001,1.8532,15.36
0.91005,1.8529,15.38
0.91033,1.8526,15.4
0.91061,1.8524,15.42
0.9108799999999999,1.8521,15.44
0.9111600000000001,1.8518,15.46
0.9114399999999999,1.8515,15.48
0.9117200000000001,1.8513,15.5
0.912,1.851,15.52
0.91228,1.8507,15.540000000000001
0.91256,1.8504,15.56
0.9128299999999999,1.8502,15.58
0.9131100000000001,1.8499,15.6
0.9133899999999999,1.8496,15.620000000000001
0.9136700000000001,1.8493,15.64
0.91395,1.8491,15.66
0.9142299999999999,1.8488,15.68
0.91451,1.8485,15.700000000000001
0.91479,1.8482,15.72
0.91507,1.848,15.74
0.91535,1.8477,15.76
0.9156299999999999,1.8474,15.780000000000001
0.91591,1.8472,15.8
0.91619,1.8469,15.82
0.9164700000000001,1.8466,15.84
0.91676,1.8463,15.860000000000001
0.91704,1.8461,15.88
0.91732,1.8458,15.9
0.9176,1.8455,15.92
0.9178799999999999,1.8453,15.94
0.9181600000000001,1.845,15.96
0.9184399999999999,1.8447,15.98
0.9187200000000001,1.8445,16.0
0.91901,1.8442,16.02
0.9192899999999999,1.8439,16.04
0.9195700000000001,1.8437,16.06
0.91985,1.8434,16.080000000000002
0.9201299999999999,1.8431,16.1
0.9204200000000001,1.8428,16.12
0.9207,1.8426,16.14
0.9209799999999999,1.8423,16.16
0.9212600000000001,1.8421,16.18
0.9215399999999999,1.8418,16.2
0.9218299999999999,1.8415,16.22
0.92211,1.8413,16.240000000000002
0.9223899999999999,1.841,16.26
0.92268,1.8407,16.28
0.92296,1.8405,16.3
0.92324,1.8402,16.32
0.92353,1.8399,16.34
0.92381,1.8397,16.36
0.92409,1.8394,16.38
0.92438,1.8392,16.4
0.92466,1.8389,16.42
0.92494,1.8386,16.44
0.9252299999999999,1.8384,16.46
0.92551,1.8381,16.48
0.92579,1.8378,16.5
0.9260799999999999,1.8376,16.52
0.9263600000000001,1.8373,16.54
0.92665,1.8371,16.56
0.9269299999999999,1.8368,16.580000000000002
0.9272100000000001,1.8366,16.6
0.9275,1.8363,16.62
0.9277799999999999,1.8359999999999999,16.64
0.9280700000000001,1.8358,16.66
0.92835,1.8355,16.68
0.9286399999999999,1.8353,16.7
0.9289200000000001,1.835,16.72
0.9292100000000001,1.8348,16.740000000000002
0.9294899999999999,1.8345,16.76
0.9297700000000001,1.8342,16.78
0.93006,1.834,16.8
0.93034,1.8337,16.82
0.93063,1.8335,16.84
0.93091,1.8332,16.86
0.9312,1.8330000000000002,16.88
0.93148,1.8327,16.9
0.9317700000000001,1.8325,16.92
0.93205,1.8322,16.94
0.93234,1.8319999999999999,16.96
0.93263,1.8317,16.98
0.93291,1.8315,17.0
0.9332,1.8312,17.02
0.93348,1.831,17.04
0.9337700000000001,1.8307,17.06
0.93405,1.8305,17.080000000000002
0.93434,1.8302,17.1
0.9346200000000001,1.83,17.12
0.93491,1.8297,17.14
0.9352,1.8295,17.16
0.93548,1.8292,17.18
0.9357700000000001,1.829,17.2
0.93605,1.8287,17.22
0.93634,1.8285,17.240000000000002
0.93663,1.8282,17.26
0.93691,1.828,17.28
0.9372,1.8277,17.3
0.93748,1.8275,17.32
0.9377700000000001,1.8272,17.34
0.93806,1.827,17.36
0.93834,1.8267,17.38
0.93863,1.8265,17.400000000000002
0.93891,1.8263,17.42
0.9392,1.8259999999999998,17.44
0.9394899999999999,1.8258,17.46
0.9397700000000001,1.8255,17.48
0.94006,1.8253,17.5
0.94035,1.8251,17.52
0.94063,1.8248,17.54
0.9409200000000001,1.8246,17.56
