t,theta_1,theta_2,omega_1,omega_2,f_torque1,f_torque2,c_torque1,c_torque2,e_theta1,e_theta2
6.4812843799591064,1.13991575042275,2.1407707651390337,-0.25425917,0.10346905,-0.169895,0.38891792,0,0,1.071938415472946,1.8080191822063667
6.51238751411438,1.1318520764496665,2.1451652963890337,-0.21547608,0.12671264,-0.14008999,0.39542675,0,0,1.0673364731092896,1.8080191822063667
6.534329652786255,1.1283195475724082,2.148067327333858,-0.23041585,0.28053072,-0.3394562,0.5189705,0,0,1.0658024923214038,1.8080191822063667
6.561285972595215,1.122947827973638,2.1573980768455767,-0.20192757,0.396388,-0.65985113,0.52176,0,0,1.0596665691698615,1.8080191822063667
6.582301139831543,1.1203602711346488,2.162443490816524,-0.21019037,0.40487865,-0.756647,0.44520378,0,0,1.0535306460183183,1.8080191822063667
6.603271007537842,1.1165688494828085,2.1684735735191607,-0.18434954,0.24070422,-0.7941562,0.4579115,0,0,1.0458607420788901,1.8080191822063667
6.632275581359863,1.1072930256512503,2.1806395967735552,-0.24713093,0.30392644,-0.9465274,0.38544655,0,0,1.0351228765636913,1.8080191822063667
6.66736364364624,1.0974657694485526,2.1900814493431353,-0.27979115,0.25912425,-0.99813074,0.44439793,0,0,1.0259189918363774,1.8080191822063667
6.696286678314209,1.0902238051083426,2.1967910249962115,-0.28492975,0.15676755,-0.98224044,0.4406786,0,0,1.0197830686848341,1.8080191822063667
6.753298759460449,1.0837859074261527,2.203060479952266,-0.27422717,0.2792811,-1.0802817,0.3602171,0,0,1.0075112223817495,1.8080191822063667
6.8052990436553955,1.0747268060829978,2.2108806093467974,-0.25732878,0.2873178,-1.0950706,0.3318882,0,0,0.995239376078664,1.8126211245700241
6.830341339111328,1.0649531642582755,2.2182191332115435,-0.11596773,0.24482483,-1.2167877,0.4357195,0,0,0.9937053952907791,1.81415510535791
6.8533103466033936,1.0610385100033621,2.230009885622432,-0.20388591,0.56673557,-2.0847106,0.3512287,0,0,0.9906374337150075,1.8172230669336806
6.886301755905151,1.0553675452854971,2.241151185823848,-0.32314387,0.4752494,-2.341947,0.27541637,0,0,0.9783655874119219,1.821825009297338
6.914319038391113,1.0423422614720206,2.2529099901451373,-0.41975433,0.29402572,-2.0700157,0.18671036,0,0,0.9645597603209515,1.8248929708731088
6.938319683074951,1.029308752217565,2.2596496065391802,-0.49244004,0.25716805,-2.0034795,0.18764019,0,0,0.959957817957295,1.8279609324488804
6.961314916610718,1.0168864289906363,2.2642301042808795,-0.4985752,0.24298763,-1.8228179,0.26128292,0,0,0.9522879140178664,1.8325628748125369
6.994308233261108,1.0069127241757254,2.269074292971065,-0.5091827,0.17982443,-1.7767847,0.283103,0,0,0.9461519908663236,1.840232778751966
7.014328956604004,0.9959368268635611,2.2723806818260455,-0.38011667,0.15690285,-1.5962732,0.32060623,0,0,0.9415500485026667,1.8448347211156224
7.036300182342529,0.9898003498700003,2.275606962038448,-0.29873025,0.20089927,-1.6673404,0.27907372,0,0,0.9384820869268955,1.8509706442671647
7.057316780090332,0.9828506867077689,2.2812965830101275,-0.2848798,0.21371269,-1.8997306,0.26903152,0,0,0.9354141253511243,1.857106567418708
7.082319498062134,0.9782577911999564,2.2856844385399127,-0.25755855,0.20818801,-2.0172148,0.2874422,0,0,0.9277442214116962,1.866310452146021
7.102344989776611,0.9723102609303336,2.2906630953087115,-0.2510468,0.18963836,-2.1008658,0.24628162,0,0,0.9231422790480392,1.875514336873335
7.127832889556885,0.9676034609463553,2.294148298098018,-0.30373135,0.18044116,-2.1362138,0.22012234,0,0,0.9185403366843823,1.8847182216006488
7.151329517364502,0.9614597717907767,2.298127027346065,-0.33250892,0.2208851,-2.227037,0.22390366,0,0,0.9154723751086111,1.892388125540077
7.182388782501221,0.9434144059803824,2.30645832617419,-0.40457356,0.15786049,-2.1442664,0.2236557,0,0,0.9093364519570684,1.9046599718431625
7.203332901000977,0.9380597035076956,2.308218808962276,-0.397977,0.10256465,-2.0073514,0.2186966,0,0,0.9062684903812972,1.9123298757825906
7.237855434417725,0.9223920265820365,2.313308091951778,-0.41703165,0.17494588,-2.0426745,0.25062084,0,0,0.9016665480176402,1.9230677412977903
7.258425712585449,0.9132019440319876,2.3163755853904986,-0.39831245,0.07816159,-1.8691015,0.2508688,0,0,0.8985985864418691,1.9292036644493327
7.2894086837768555,0.9038366238262991,2.3192676027550005,-0.39234155,0.14025798,-1.9589233,0.27045727,0,0,0.8939966440782121,1.9399415299645324
7.30536675453186,0.8936842838909964,2.323954435182979,-0.33931333,0.11042499,-1.9695419,0.25179863,0,0,0.8909286825024405,1.9460774531160747
7.340367555618286,0.8836888829853873,2.3281267603172564,-0.33331636,0.18123604,-2.1863194,0.23121834,0,0,0.8878607209266693,1.9537473570555028
7.3613669872283936,0.8739546696331839,2.332778783632686,-0.33049884,0.10487212,-2.1834779,0.2369833,0,0,0.8832587785630124,1.9644852225707026
7.400364875793457,0.8571747104313712,2.338224263979366,-0.36667946,0.14485642,-2.307692,0.20450115,0,0,0.8771228554114701,1.9767570688737872
7.438388824462891,0.8506987253811698,2.340788217379024,-0.42964938,0.15155995,-2.320643,0.22613525,0,0,0.8740548938356985,1.987494934388987
7.4543397426605225,0.8428787748005728,2.3424371202720904,-0.35411572,0.026200287,-2.0694776,0.2159071,0,0,0.8709869322599273,1.995164838328415
